vin,make,model,year,body
WAUZZZ8K0BA0XXXXX,Audi,A4,,
WBAVC93518K0XXXXX,BMW,3 Series,,sedan
WAUZZZ4L98D0XXXXX,Audi,Q7,,van
WAUZZZ4L98D0XXXXX,Audi,Q7,,
WAUZZZ4L98D0XXXXX,Audi,Q7,,SUV
WBAWD51070P0XXXXX,BMW,3 Series,,coupe
TRUZZZ8J7A10XXXXX,Audi,TT,,
WAUZZZ4F28N1XXXXX,Audi,A6,,
WBAPX31090C3XXXXX,BMW,5 Series,,estate
TRUZZZ8J7A10XXXXX,Audi,TT,,
WBA3D91050F4XXXXX,BMW,3 Series,,
TRUZZZ8J7A10XXXXX,Audi,TT,,
WBACV610X09BXXXXX,BMW,2 Series,,van
WBA3D91050F4XXXXX,BMW,3 Series,,sedan
WBACV610X09BXXXXX,BMW,X5,,SUV
